anno,mese,giorno,capannone,razza,n_galline,uova_prodotte,giorni_in_capannone,n_morte,n_vendute
2023,1,31,3,hiline,4316,3014,578,0,0
2023,2,1,3,hiline,4316,3165,579,0,0
2023,2,2,3,hiline,4315,3396,580,1,0
2023,2,3,3,hiline,4215,3240,581,0,100
2023,2,4,3,hiline,4215,3230,582,0,0
2023,2,5,3,hiline,4213,2775,583,2,0
2023,2,6,3,hiline,4138,3175,584,0,75
2023,2,7,3,hiline,4138,3010,585,0,0
2023,2,8,3,hiline,4138,3090,586,0,0
2023,2,9,3,hiline,4076,3155,587,2,60
2023,2,10,3,hiline,4076,3315,588,0,0
2023,2,11,3,hiline,4076,3037,589,0,0
2023,2,12,3,hiline,4068,3308,590,0,8
2023,2,13,3,hiline,4068,3250,591,0,0
2023,2,14,3,hiline,4067,3045,592,1,0
2023,2,15,3,hiline,4067,2993,593,0,0
2023,2,16,3,hiline,4065,3250,594,2,0
2023,2,17,3,hiline,4065,2930,595,0,0
2023,2,18,3,hiline,4065,2925,596,0,0
2023,2,19,3,hiline,4065,2780,597,0,0
2023,2,20,3,hiline,4064,2945,598,1,0
2023,2,21,3,hiline,4064,3040,599,0,0
2023,2,22,3,hiline,4064,3010,600,0,0
2023,2,23,3,hiline,4062,3035,601,2,0
2023,2,24,3,hiline,4052,2900,602,0,10
2023,2,25,3,hiline,4051,2920,603,1,0
2023,2,26,3,hiline,4051,2870,604,0,0
2023,2,27,3,hiline,4050,3055,605,1,0
2023,2,28,3,hiline,4050,2980,606,0,0
2023,3,1,3,hiline,4045,2500,607,0,5
2023,3,2,3,hiline,4045,2370,608,0,0
2023,3,3,3,hiline,4045,2490,609,0,0
2023,3,4,3,hiline,3945,3090,610,100,0
2023,3,5,3,hiline,3945,1450,611,0,0
2023,3,6,3,hiline,3935,2190,612,10,0
2023,3,7,3,hiline,3815,2400,613,60,60
2023,3,8,3,hiline,3807,2270,614,8,0
2023,3,9,3,hiline,3807,2433,615,0,0
2023,3,10,3,hiline,3772,2156,616,35,0
2023,3,11,3,hiline,3772,2280,617,0,0
2023,3,12,3,hiline,3719,1110,618,3,50
2023,3,13,3,hiline,3704,2186,619,15,0
2023,3,14,3,hiline,3704,2088,620,0,0
2023,3,15,3,hiline,3674,1997,621,0,30
2023,3,16,3,hiline,3670,1877,622,4,0
2023,3,17,3,hiline,3670,2420,623,0,0
2023,3,18,3,hiline,3670,1836,624,0,0
2023,3,19,3,hiline,3670,1056,625,0,0
2023,3,20,3,hiline,3595,2382,626,40,35
2023,3,21,3,hiline,3595,2510,627,0,0
2023,3,22,3,hiline,3591,2175,628,4,0
2023,3,23,3,hiline,3581,2180,629,0,10
2023,3,24,3,hiline,3575,1770,630,6,0
2023,3,25,3,hiline,3575,2010,631,0,0
2023,3,26,3,hiline,3565,1600,632,10,0
2023,3,27,3,hiline,3485,2087,633,20,60
2023,3,28,3,hiline,3485,2255,634,0,0
2023,3,29,3,hiline,3481,2110,635,0,4
2023,3,30,3,hiline,3481,1898,636,2,0
2023,3,31,3,hiline,3479,1876,637,0,0
2023,4,1,3,hiline,3479,1936,638,0,0
2023,4,2,3,hiline,3474,1650,639,5,0
2023,4,3,3,hiline,3474,2050,640,0,0
2023,4,4,3,hiline,3469,1930,641,5,0
2023,4,5,3,hiline,3469,1830,642,0,0
2023,4,6,3,hiline,3469,2020,643,0,0
2023,4,7,3,hiline,3463,2071,644,6,0
2023,4,8,3,hiline,3463,2076,645,0,0
2023,4,9,3,hiline,3463,2140,646,0,0
2023,4,10,3,hiline,3403,1964,647,60,60
2023,4,11,3,hiline,3403,1650,648,0,0
